,Make,Year,Engine Fuel Type,Engine HP,Engine Cylinders,Transmission Type,Driven_Wheels,Number of Doors,Vehicle Size,Vehicle Style,highway MPG,city mpg,Popularity,MSRP
1108,Audi,2016,0,252.0,4.0,AUTOMATED_MANUAL,front wheel drive,4.0,Midsize,Sedan,35,24,3105,46200
1109,Audi,2016,2,240.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,Sedan,38,25,3105,59500
1110,Audi,2016,0,333.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,Sedan,30,20,3105,61600
1111,Audi,2016,0,333.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,Sedan,30,20,3105,57400
1112,Audi,2016,2,240.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,Sedan,38,25,3105,63700
1113,Audi,2016,0,252.0,4.0,AUTOMATIC,all wheel drive,4.0,Midsize,Sedan,32,22,3105,48400
1114,Audi,2017,0,252.0,4.0,AUTOMATIC,all wheel drive,4.0,Midsize,Sedan,31,22,3105,53800
1115,Audi,2017,0,333.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,Sedan,31,22,3105,61600
1116,Audi,2017,0,340.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,Sedan,31,22,3105,67600
1117,Audi,2017,0,333.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,Sedan,29,21,3105,58600
1118,Audi,2017,0,252.0,4.0,AUTOMATIC,all wheel drive,4.0,Midsize,Sedan,32,22,3105,49800
1119,Audi,2017,0,252.0,4.0,AUTOMATED_MANUAL,front wheel drive,4.0,Midsize,Sedan,354,24,3105,51600
1120,Audi,2017,0,252.0,4.0,AUTOMATED_MANUAL,front wheel drive,4.0,Midsize,Sedan,34,24,3105,47600
1121,Audi,2015,0,310.0,6.0,AUTOMATIC,all wheel drive,4.0,Large,Sedan,28,18,3105,65900
1122,Audi,2015,0,310.0,6.0,AUTOMATIC,all wheel drive,4.0,Large,Sedan,28,18,3105,69750
1123,Audi,2015,2,240.0,6.0,AUTOMATIC,all wheel drive,4.0,Large,Sedan,38,24,3105,68300
1124,Audi,2015,2,240.0,6.0,AUTOMATIC,all wheel drive,4.0,Large,Sedan,38,24,3105,72150
1125,Audi,2016,2,240.0,6.0,AUTOMATIC,all wheel drive,4.0,Large,Sedan,38,25,3105,70400
1126,Audi,2016,0,333.0,6.0,AUTOMATIC,all wheel drive,4.0,Large,Sedan,30,20,3105,68300
1127,Audi,2016,2,240.0,6.0,AUTOMATIC,all wheel drive,4.0,Large,Sedan,35,24,3105,73050
1128,Audi,2016,0,333.0,6.0,AUTOMATIC,all wheel drive,4.0,Large,Sedan,30,20,3105,70950
1129,Audi,2017,0,333.0,6.0,AUTOMATIC,all wheel drive,4.0,Large,Sedan,29,21,3105,68800
1130,Audi,2017,0,333.0,6.0,AUTOMATIC,all wheel drive,4.0,Large,Sedan,29,21,3105,71350
1131,Audi,2016,2,240.0,6.0,AUTOMATIC,all wheel drive,4.0,Large,Sedan,36,24,3105,85200
1132,Audi,2016,0,500.0,12.0,AUTOMATIC,all wheel drive,4.0,Large,Sedan,22,14,3105,137900
1133,Audi,2016,0,450.0,8.0,AUTOMATIC,all wheel drive,4.0,Large,Sedan,29,18,3105,90500
1134,Audi,2016,0,333.0,6.0,AUTOMATIC,all wheel drive,4.0,Large,Sedan,28,18,3105,81500
1135,Audi,2017,0,450.0,8.0,AUTOMATIC,all wheel drive,4.0,Large,Sedan,29,18,3105,91500
1136,Audi,2017,0,333.0,6.0,AUTOMATIC,all wheel drive,4.0,Large,Sedan,29,19,3105,82500
1137,GMC,2017,0,281.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,22,15,549,43850
1138,GMC,2017,0,281.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,22,15,549,45850
1139,GMC,2015,0,281.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,24,17,549,33975
1140,GMC,2015,0,281.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,24,17,549,40820
1141,GMC,2015,0,281.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,23,16,549,42820
1142,GMC,2015,0,281.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,24,17,549,42095
1143,GMC,2015,0,281.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,23,16,549,44095
1144,GMC,2015,0,281.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,23,16,549,38555
1145,GMC,2015,0,288.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,24,17,549,47690
1146,GMC,2015,0,281.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,23,16,549,35975
1147,GMC,2015,0,288.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,23,16,549,49690
1148,GMC,2015,0,281.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,24,17,549,36555
1149,GMC,2016,0,281.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,22,15,549,36755
1150,GMC,2016,0,281.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,22,15,549,44295
1151,GMC,2016,0,281.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,22,15,549,42295
1152,GMC,2016,0,281.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,22,15,549,30975
1153,GMC,2016,0,281.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,22,15,549,36175
1154,GMC,2016,0,288.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,22,15,549,49890
1155,GMC,2016,0,281.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,22,15,549,41020
1156,GMC,2016,0,281.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,22,15,549,34175
1157,GMC,2016,0,288.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,22,15,549,47890
1158,GMC,2016,0,281.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,22,15,549,38755
1159,GMC,2016,0,281.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,22,15,549,43020
1160,GMC,2017,0,194.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,26,21,549,38350
1161,GMC,2017,0,310.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,25,18,549,43750
1162,GMC,2017,0,194.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,26,21,549,35070
1163,GMC,2017,0,194.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,26,21,549,32450
1164,GMC,2017,0,194.0,4.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,25,21,549,37070
1165,GMC,2017,0,310.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,25,18,549,41450
1166,GMC,2017,0,194.0,4.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,25,21,549,34450
1167,GMC,2017,0,194.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,26,21,549,29070
1168,GMC,2017,0,310.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,25,18,549,44920
1169,GMC,2017,0,310.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,25,18,549,46920
1170,GMC,2017,0,310.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,25,18,549,41750
1171,Hyundai,2014,0,138.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr Hatchback,37,27,1439,17395
1172,Hyundai,2014,0,138.0,4.0,MANUAL,front wheel drive,4.0,Compact,4dr Hatchback,38,27,1439,14895
1173,Hyundai,2014,0,138.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,Sedan,37,27,1439,15645
1174,Hyundai,2014,0,138.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr Hatchback,37,27,1439,16095
1175,Hyundai,2014,0,138.0,4.0,MANUAL,front wheel drive,4.0,Compact,Sedan,38,27,1439,14645
1176,Hyundai,2014,0,138.0,4.0,MANUAL,front wheel drive,4.0,Compact,4dr Hatchback,38,27,1439,16395
1177,Hyundai,2015,0,137.0,4.0,MANUAL,front wheel drive,4.0,Compact,Sedan,38,27,1439,14745
1178,Hyundai,2015,0,137.0,4.0,MANUAL,front wheel drive,4.0,Compact,4dr Hatchback,38,27,1439,14995
1179,Hyundai,2015,0,137.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,Sedan,37,26,1439,15745
1180,Hyundai,2015,0,137.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr Hatchback,37,26,1439,17495
1181,Hyundai,2015,0,137.0,4.0,MANUAL,front wheel drive,4.0,Compact,4dr Hatchback,38,27,1439,16495
1182,Hyundai,2015,0,137.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr Hatchback,37,26,1439,16195
1183,Hyundai,2016,0,137.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,Sedan,37,26,1439,15745
1184,Hyundai,2016,0,137.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr Hatchback,37,26,1439,17495
1185,Hyundai,2016,0,137.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr Hatchback,37,26,1439,16195
1186,Hyundai,2016,0,137.0,4.0,MANUAL,front wheel drive,4.0,Compact,4dr Hatchback,38,27,1439,16495
1187,Hyundai,2016,0,137.0,4.0,MANUAL,front wheel drive,4.0,Compact,Sedan,38,27,1439,14745
1188,Hyundai,2016,0,137.0,4.0,MANUAL,front wheel drive,4.0,Compact,4dr Hatchback,38,27,1439,14995
1189,Plymouth,1993,0,100.0,4.0,MANUAL,front wheel drive,4.0,Compact,Sedan,29,22,535,2000
1190,Plymouth,1994,0,106.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,Sedan,25,19,535,2000
1191,Plymouth,1995,0,100.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,Sedan,26,19,535,2000
1192,Honda,2010,0,271.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr Hatchback,25,17,2202,34020
1193,Honda,2010,0,271.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr Hatchback,25,17,2202,36220
1194,Honda,2010,0,271.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr Hatchback,27,18,2202,29670
1195,Honda,2010,0,271.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr Hatchback,27,18,2202,34770
1196,Honda,2010,0,271.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr Hatchback,27,18,2202,32570
1197,Honda,2011,0,271.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr Hatchback,27,18,2202,29990
1198,Honda,2011,0,271.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr Hatchback,27,18,2202,32890
1199,Honda,2011,0,271.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr Hatchback,26,18,2202,36540
1200,Honda,2011,0,271.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr Hatchback,26,18,2202,34340
1201,Honda,2011,0,271.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr Hatchback,27,18,2202,35090
1202,Honda,2014,0,195.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,45,50,2202,31905
1203,Honda,2014,0,195.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,45,50,2202,29155
1204,Honda,2014,0,195.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,45,50,2202,34905
1205,Honda,2015,0,196.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,45,50,2202,35055
1206,Honda,2015,0,196.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,45,50,2202,32055
1207,Honda,2015,0,196.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,45,50,2202,29305
1208,Honda,2017,0,212.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,47,49,2202,29605
1209,Honda,2017,0,212.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,47,49,2202,32905
1210,Honda,2017,0,212.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,47,49,2202,35955
1211,Honda,2014,0,196.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,46,47,2202,39780
1212,Honda,2015,0,278.0,6.0,MANUAL,front wheel drive,2.0,Midsize,Coupe,28,18,2202,30775
1213,Honda,2015,0,278.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,34,21,2202,32270
1214,Honda,2015,0,278.0,6.0,AUTOMATIC,front wheel drive,2.0,Midsize,Coupe,32,21,2202,32550
1215,Honda,2015,0,185.0,4.0,MANUAL,front wheel drive,2.0,Midsize,Coupe,34,24,2202,23775
1216,Honda,2015,0,185.0,4.0,AUTOMATIC,front wheel drive,2.0,Midsize,Coupe,35,26,2202,26300
1217,Honda,2015,0,185.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,36,27,2202,30195
1218,Honda,2015,0,185.0,4.0,MANUAL,front wheel drive,2.0,Midsize,Coupe,34,24,2202,25450
1219,Honda,2015,0,278.0,6.0,MANUAL,front wheel drive,2.0,Midsize,Coupe,28,18,2202,32550
1220,Honda,2015,0,189.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,35,26,2202,24665
1221,Honda,2015,0,185.0,4.0,MANUAL,front wheel drive,4.0,Midsize,Sedan,34,24,2202,25030
1222,Honda,2015,0,185.0,4.0,AUTOMATIC,front wheel drive,2.0,Midsize,Coupe,35,26,2202,30270
1223,Honda,2015,0,185.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,36,27,2202,25830
1224,Honda,2015,0,185.0,4.0,AUTOMATIC,front wheel drive,2.0,Midsize,Coupe,35,26,2202,28495
1225,Honda,2015,0,278.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,34,21,2202,30495
1226,Honda,2015,0,278.0,6.0,AUTOMATIC,front wheel drive,2.0,Midsize,Coupe,32,21,2202,30775
1227,Honda,2015,0,185.0,4.0,MANUAL,front wheel drive,4.0,Midsize,Sedan,34,24,2202,22105
1228,Honda,2015,0,185.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,36,27,2202,28420
1229,Honda,2015,0,278.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,34,21,2202,33630
1230,Honda,2015,0,185.0,4.0,AUTOMATIC,front wheel drive,2.0,Midsize,Coupe,35,26,2202,24625
1231,Honda,2015,0,189.0,4.0,MANUAL,front wheel drive,4.0,Midsize,Sedan,34,24,2202,23865
1232,Honda,2015,0,185.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,36,27,2202,22905
1233,Honda,2016,0,278.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,34,21,2202,32745
1234,Honda,2016,0,185.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,37,27,2202,28670
1235,Honda,2016,0,185.0,4.0,AUTOMATIC,front wheel drive,2.0,Midsize,Coupe,35,26,2202,26850
1236,Honda,2016,0,189.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,35,26,2202,25065
1237,Honda,2016,0,278.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,34,21,2202,30745
1238,Honda,2016,0,185.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,37,27,2202,27380
1239,Honda,2016,0,278.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,34,21,2202,34680
1240,Honda,2016,0,185.0,4.0,AUTOMATIC,front wheel drive,2.0,Midsize,Coupe,35,26,2202,27850
1241,Honda,2016,0,185.0,4.0,AUTOMATIC,front wheel drive,2.0,Midsize,Coupe,35,26,2202,24725
1242,Honda,2016,0,189.0,4.0,MANUAL,front wheel drive,4.0,Midsize,Sedan,34,23,2202,24265
1243,Honda,2016,0,185.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,37,27,2202,26380
1244,Honda,2016,0,185.0,4.0,AUTOMATIC,front wheel drive,2.0,Midsize,Coupe,35,26,2202,30845
1245,Honda,2016,0,185.0,4.0,MANUAL,front wheel drive,4.0,Midsize,Sedan,34,23,2202,25580
1246,Honda,2016,0,185.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,37,27,2202,23005
1247,Honda,2016,0,185.0,4.0,MANUAL,front wheel drive,2.0,Midsize,Coupe,34,23,2202,23875
1248,Honda,2016,0,185.0,4.0,AUTOMATIC,front wheel drive,2.0,Midsize,Coupe,35,26,2202,28845
1249,Honda,2016,0,189.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,35,26,2202,26065
1250,Honda,2016,0,185.0,4.0,MANUAL,front wheel drive,2.0,Midsize,Coupe,34,23,2202,26000
1251,Honda,2016,0,185.0,4.0,AUTOMATIC,front wheel drive,2.0,Midsize,Coupe,35,26,2202,25725
1252,Honda,2016,0,185.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,37,27,2202,24005
1253,Honda,2016,0,278.0,6.0,MANUAL,front wheel drive,2.0,Midsize,Coupe,28,18,2202,31025
1254,Honda,2016,0,278.0,6.0,AUTOMATIC,front wheel drive,2.0,Midsize,Coupe,32,21,2202,34225
1255,Honda,2016,0,278.0,6.0,AUTOMATIC,front wheel drive,2.0,Midsize,Coupe,32,21,2202,33025
1256,Honda,2016,0,185.0,4.0,MANUAL,front wheel drive,4.0,Midsize,Sedan,34,23,2202,22205
1257,Honda,2016,0,278.0,6.0,AUTOMATIC,front wheel drive,2.0,Midsize,Coupe,32,21,2202,31025
1258,Honda,2016,0,185.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,37,27,2202,30670
1259,Honda,2017,0,189.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,34,26,2202,26215
1260,Honda,2017,0,185.0,4.0,MANUAL,front wheel drive,2.0,Midsize,Coupe,32,23,2202,24025
1261,Honda,2017,0,185.0,4.0,AUTOMATIC,front wheel drive,2.0,Midsize,Coupe,34,26,2202,30995
1262,Honda,2017,0,185.0,4.0,MANUAL,front wheel drive,4.0,Midsize,Sedan,32,23,2202,22355
1263,Honda,2017,0,278.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,33,21,2202,34830
1264,Honda,2017,0,185.0,4.0,MANUAL,front wheel drive,2.0,Midsize,Coupe,32,23,2202,26150
1265,Honda,2017,0,278.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,33,21,2202,32895
1266,Honda,2017,0,189.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,34,26,2202,25215
1267,Honda,2017,0,185.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,36,27,2202,27530
1268,Honda,2017,0,185.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,36,27,2202,28820
1269,Honda,2017,0,185.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,36,27,2202,24155
1270,Honda,2017,0,278.0,6.0,AUTOMATIC,front wheel drive,2.0,Midsize,Coupe,32,21,2202,34375
1271,Honda,2017,0,278.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,33,21,2202,30895
1272,Honda,2017,0,278.0,6.0,AUTOMATIC,front wheel drive,2.0,Midsize,Coupe,32,21,2202,33175
1273,Honda,2017,0,278.0,6.0,MANUAL,front wheel drive,2.0,Midsize,Coupe,28,18,2202,31175
1274,Honda,2017,0,185.0,4.0,AUTOMATIC,front wheel drive,2.0,Midsize,Coupe,34,26,2202,27000
1275,Honda,2017,0,185.0,4.0,AUTOMATIC,front wheel drive,2.0,Midsize,Coupe,34,26,2202,28000
1276,Honda,2017,0,189.0,4.0,MANUAL,front wheel drive,4.0,Midsize,Sedan,32,23,2202,24415
1277,Honda,2017,0,185.0,4.0,AUTOMATIC,front wheel drive,2.0,Midsize,Coupe,34,26,2202,28995
1278,Honda,2017,0,185.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,36,27,2202,30820
1279,Honda,2017,0,278.0,6.0,AUTOMATIC,front wheel drive,2.0,Midsize,Coupe,32,21,2202,31175
1280,Honda,2017,0,185.0,4.0,AUTOMATIC,front wheel drive,2.0,Midsize,Coupe,34,26,2202,25875
1281,Honda,2017,0,185.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,36,27,2202,26530
1282,Honda,2017,0,185.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,36,27,2202,23155
1283,Honda,2017,0,189.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,34,26,2202,26215
1284,Honda,2017,0,185.0,4.0,MANUAL,front wheel drive,4.0,Midsize,Sedan,32,23,2202,25730
1285,Honda,2017,0,189.0,4.0,MANUAL,front wheel drive,4.0,Midsize,Sedan,32,23,2202,25415
1286,Honda,2017,0,185.0,4.0,AUTOMATIC,front wheel drive,2.0,Midsize,Coupe,34,26,2202,24875
1287,Oldsmobile,1996,0,150.0,4.0,MANUAL,front wheel drive,4.0,Midsize,Sedan,30,20,26,2000
1288,Oldsmobile,1996,0,150.0,4.0,MANUAL,front wheel drive,2.0,Midsize,Coupe,30,20,26,2000
1289,Oldsmobile,1997,0,150.0,4.0,UNKNOWN,front wheel drive,2.0,Midsize,Coupe,29,19,26,2000
1290,Oldsmobile,1997,0,150.0,4.0,UNKNOWN,front wheel drive,4.0,Midsize,Sedan,29,19,26,2000
1291,Oldsmobile,1998,0,150.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,27,18,26,2000
1292,BMW,2014,0,335.0,6.0,AUTOMATIC,rear wheel drive,4.0,Large,Sedan,30,23,3916,61400
1293,BMW,2015,0,335.0,6.0,AUTOMATIC,rear wheel drive,4.0,Large,Sedan,30,23,3916,61900
1294,BMW,2016,0,335.0,6.0,AUTOMATIC,rear wheel drive,4.0,Large,Sedan,30,23,3916,62100
1295,BMW,2013,0,350.0,6.0,AUTOMATIC,rear wheel drive,4.0,Large,Sedan,30,22,3916,84300
1296,BMW,2014,0,350.0,6.0,AUTOMATIC,rear wheel drive,4.0,Large,Sedan,30,22,3916,84300
1297,BMW,2015,0,335.0,6.0,AUTOMATIC,rear wheel drive,4.0,Large,Sedan,30,22,3916,84300
1298,BMW,2010,0,480.0,8.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,19,17,3916,88900
1299,BMW,2011,0,480.0,8.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,19,17,3916,88900
1300,Suzuki,2005,0,155.0,4.0,AUTOMATIC,all wheel drive,4.0,Compact,Sedan,26,21,481,17049
1301,Suzuki,2005,0,155.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,Wagon,28,22,481,16349
1302,Suzuki,2005,0,155.0,4.0,MANUAL,front wheel drive,4.0,Compact,Wagon,28,22,481,15949
1303,Suzuki,2005,0,155.0,4.0,MANUAL,front wheel drive,4.0,Compact,Sedan,28,22,481,13449
1304,Suzuki,2005,0,155.0,4.0,MANUAL,front wheel drive,4.0,Compact,Wagon,28,22,481,15449
1305,Suzuki,2005,0,155.0,4.0,AUTOMATIC,all wheel drive,4.0,Compact,Wagon,26,21,481,17349
1306,Suzuki,2005,0,155.0,4.0,MANUAL,front wheel drive,4.0,Compact,Sedan,28,22,481,15649
1307,Suzuki,2005,0,155.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,Wagon,26,21,481,16849
1308,Suzuki,2005,0,155.0,4.0,MANUAL,front wheel drive,4.0,Compact,Sedan,28,22,481,15149
1309,Suzuki,2005,0,155.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,Sedan,28,22,481,16049
1310,Suzuki,2005,0,155.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,Sedan,26,21,481,16549
1311,Suzuki,2005,0,155.0,4.0,AUTOMATIC,all wheel drive,4.0,Compact,Wagon,26,21,481,17849
1312,Suzuki,2005,0,155.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,Sedan,28,22,481,14349
1313,Suzuki,2005,0,155.0,4.0,AUTOMATIC,all wheel drive,4.0,Compact,Sedan,26,21,481,17549
1314,Suzuki,2006,0,155.0,4.0,AUTOMATIC,all wheel drive,4.0,Compact,Wagon,26,21,481,16599
1315,Suzuki,2006,0,155.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,Wagon,28,22,481,15499
1316,Suzuki,2006,0,155.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,Sedan,28,22,481,15999
1317,Suzuki,2006,0,155.0,4.0,MANUAL,front wheel drive,4.0,Compact,Sedan,28,22,481,14099
1318,Suzuki,2006,0,155.0,4.0,AUTOMATIC,all wheel drive,4.0,Compact,Sedan,26,21,481,16099
1319,Suzuki,2006,0,155.0,4.0,MANUAL,front wheel drive,4.0,Compact,Wagon,28,22,481,15299
1320,Suzuki,2006,0,155.0,4.0,MANUAL,front wheel drive,4.0,Compact,Wagon,28,22,481,14599
1321,Suzuki,2006,0,155.0,4.0,AUTOMATIC,all wheel drive,4.0,Compact,Sedan,26,21,481,16999
1322,Suzuki,2006,0,155.0,4.0,AUTOMATIC,all wheel drive,4.0,Compact,Wagon,26,21,481,17099
1323,Suzuki,2006,0,155.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,Sedan,28,22,481,14999
1324,Suzuki,2006,0,155.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,Wagon,28,22,481,16199
1325,Suzuki,2006,0,155.0,4.0,MANUAL,front wheel drive,4.0,Compact,Sedan,28,22,481,15099
1326,Suzuki,2007,0,155.0,4.0,MANUAL,front wheel drive,4.0,Compact,Sedan,28,22,481,14299
1327,Suzuki,2007,0,155.0,4.0,AUTOMATIC,all wheel drive,4.0,Compact,Sedan,26,21,481,16299
1328,Suzuki,2007,0,155.0,4.0,AUTOMATIC,all wheel drive,4.0,Compact,Sedan,26,21,481,17199
1329,Suzuki,2007,0,155.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,Sedan,28,22,481,15299
1330,Suzuki,2007,0,155.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,Sedan,28,22,481,16199
1331,Ford,1995,0,135.0,6.0,AUTOMATIC,rear wheel drive,3.0,Midsize,Cargo Minivan,22,16,5657,2000
1332,Ford,1995,0,135.0,6.0,AUTOMATIC,rear wheel drive,3.0,Midsize,Passenger Minivan,22,15,5657,2000
1333,Ford,1995,0,155.0,6.0,AUTOMATIC,all wheel drive,3.0,Large,Passenger Minivan,18,14,5657,2000
1334,Ford,1995,0,135.0,6.0,AUTOMATIC,rear wheel drive,3.0,Large,Passenger Minivan,22,15,5657,2000
1335,Ford,1996,0,140.0,6.0,AUTOMATIC,rear wheel drive,3.0,Midsize,Passenger Minivan,21,15,5657,2000
1336,Ford,1996,0,155.0,6.0,AUTOMATIC,all wheel drive,3.0,Large,Passenger Minivan,19,13,5657,2000
1337,Ford,1996,0,140.0,6.0,AUTOMATIC,rear wheel drive,3.0,Large,Passenger Minivan,21,15,5657,2000
1338,Ford,1996,0,140.0,6.0,AUTOMATIC,rear wheel drive,3.0,Midsize,Cargo Minivan,22,16,5657,2000
